"Date","BA-CCases","BA-CNewDeaths","BA-PCases","BA-PNewDeaths","CACases","CANewDeaths","CHCases","CHNewDeaths","CBCases","CBNewDeaths","CDCases","CDNewDeaths","CRCases","CRNewDeaths","ERCases","ERNewDeaths","FOCases","FONewDeaths","JYCases","JYNewDeaths","LPCases","LPNewDeaths","LRCases","LRNewDeaths","MDCases","MDNewDeaths","MICases","MINewDeaths","NECases","NENewDeaths","RNCases","RNNewDeaths","SACases","SANewDeaths","SJCases","SJNewDeaths","SLCases","SLNewDeaths","SCCases","SCNewDeaths","SFCases","SFNewDeaths","SECases","SENewDeaths","TFCases","TFNewDeaths","TUCases","TUNewDeaths","Total","D","NC","ND"
"2020-07-24","114",NA,"73612","1319","88709","1430","60",NA,"3218","136","259","2","1617","43","134","1","713","6","82",NA,"1452","44","24",NA,"236","1","799","20","44","3","1017","23","1526","64","191","2","19",NA,"19",NA,"307","1","867","11","38",NA,"288","1","99 (5)","153507","2807","5493"
"2020-07-25","105",NA,"75436","1334","91959","1496","60",NA,"3260","136","261","2","1687","43","136","1","730","6","82",NA,"1511","45","33",NA,"242","18","831","21","46","3","1043","23","1554","64","216","2","19",NA,"19",NA,"322","1","899","11","38",NA,"324","1","108(5)","158321","2893","4814"
"2020-07-26","86",NA,"77042","1351","94877","1533","60",NA,"3326","137","262","2","1767","44","150","1","751","6","82",NA,"1628","46","46",NA,"251","19","880","25","47","3","1068","23","1572","64","217","2","20",NA,"19",NA,"370","1","937","12","38",NA,"336","1","116 (5)","162513","2939","4192"
"2020-07-27","46",NA,"78935","1429","98228","1592","60",NA,"3358","139","265","2","1866","44","151","1","755","6","82",NA,"1764","47","58",NA,"267","20","958","26","47","3","1102","23","1634","64","196","2","20",NA,"21",NA,"388","1","970","13","38",NA,"375","1","129 (5)","167403","3059","4890"
"2020-07-28","120",NA,"81073","1480","102395","1661","61",NA,"3376","141","268","2","1941","46","163","1","760","7","82",NA,"1905","49","68",NA,"300","21","1019","30","47","3","1133","23","1707","66","200","2","20",NA,"23",NA,"393","2","1033","13","38",NA,"392","1","148 (5)","173342","3179","5939"
"2020-07-29","120",NA,"83172","1523","106247","1684","61",NA,"3428","143","271","3","2052","46","165","1","773","7","82",NA,"2004","53","78",NA,"309","21","1104","32","47","3","1152","23","1762","69","206","2","20",NA,"23",NA,"430","2","1101","14","38",NA,"425","1","158(5)","178983","3288","5641"
"2020-07-30","109",NA,"85512","1567","110662","1847","61",NA,"3521","144","273","3","2143","47","165","2","795","7","82",NA,"2174","54","87",NA,"345","21","1215","32","49","3","1178","23","1843","71","215","1","20",NA,"27",NA,"463","3","1151","14","40",NA,"452","2","196 (5)","185360","3441","6377"
"2020-07-31","153",NA,"87528","1603","114573","1914","61",NA,"3579","146","285","3","2252","49","187","2","804","7","82",NA,"2279","54","130",NA,"356","23","1331","34","49","3","1206","23","1947","74","223","2","20",NA,"27",NA,"483","3","1213","16","40",NA,"473","3","205 (5)","191289","3543","5929"
"2020-08-01","102",NA,"89343","1620","118159","1948","61",NA,"3638","147","287","3","2343","49","194","2","817","7","84",NA,"2424","57","162",NA,"373","23","1427","35","49","3","1232","23","2007","74","241","2","20",NA,"27",NA,"523","3","1294","16","40",NA,"501","3","218(5)","196530","3596","5241"
"2020-08-02","53",NA,"91179","1632","121956","1985","61",NA,"3671","149","292","3","2430","50","196","2","838","7","85",NA,"2539","63","168",NA,"382","23","1516","39","50","3","1249","25","2063","74","252","2","22",NA,"27",NA,"544","4","1368","16","40",NA,"592","3","247 (5)","201906","3648","5376"
"2020-08-03","52",NA,"93007","1701","125114","2079","61",NA,"3702","151","292","3","2563","50","197","2","865","10","86",NA,"2692","66","168",NA,"402","25","1607","44","50","3","1274","26","2126","77","258","2","22",NA,"26",NA,"573","4","1430","16","41",NA,"649","3","260 (5)","206730","3813","4824"
"2020-08-04","165",NA,"95430","1762","129451","2192","61",NA,"3755","154","299","3","2707","51","202","2","885","10","86",NA,"2768","71","169",NA,"429","26","1691","44","50","3","1333","26","2323","79","293","2","22",NA,"29",NA,"629","4","1531","18","58",NA,"718","4","293 (5)","213522","3979","6792"
"2020-08-05","166",NA,"98041","1809","134127","2276","61",NA,"3825","154","304","3","2844","53","210","2","905","10","86",NA,"2939","74","169",NA,"469","26","1783","46","50","3","1368","28","2444","80","326","2","22",NA,"29",NA,"680","4","1632","18","65",NA,"765","5","336 (6)","220669","4106","7147"
"2020-08-06","127",NA,"100366","1859","139114","2372","61",NA,"3872","162","316","3","2988","59","213","2","969","13","86",NA,"3074","81","172",NA,"499","27","1923","47","50","3","1410","29","2666","81","354","2","22",NA,"29",NA,"739","4","1773","21","89",NA,"829","5","351 (6)","228182","4251","7513"
"2020-08-07","145",NA,"102638","1897","144307","2472","61",NA,"3949","163","322","3","3150","62","214","2","1032","13","86",NA,"3149","82","176",NA,"537","28","2060","48","50","3","1451","29","2771","82","412","6","22",NA,"30",NA,"770","5","1913","21","108",NA,"908","6","357 (6)","235664","4411","7482"
"2020-08-08","160",NA,"104362","1915","148360","2508","63",NA,"4003","164","343","3","3300","66","219","2","1068","13","86",NA,"3390","84","176",NA,"567","29","2194","51","50","3","1486","29","2841","85","481","6","22",NA,"30",NA,"789","5","2047","22","128",NA,"960","6","369(6)","241798","4523","6134"
"2020-08-09","112",NA,"106069","1939","151264","2613","63",NA,"4069","165","348","3","3505","68","240","2","1116","13","86",NA,"3655","89","177",NA,"602","29","2279","53","51","3","1502","29","2903","88","511","6","22",NA,"31",NA,"827","5","2132","23","129",NA,"992","6","394 (6)","246486","4606","4688"
"2020-08-10","83",NA,"108133","1988","156666","2721","63",NA,"4085","168","353","3","3675","71","242","2","1184","13","86",NA,"3771","92","178",NA,"645","30","2418","55","51","3","1566","30","3008","92","533","7","22",NA,"31",NA,"853","5","2275","24","154",NA,"1073","8","418 (6)","253855","4764","7369"
