"Date","Deaths_National","Deaths_CABA","Deaths_BuenosAires","Deaths_Catamarca","Deaths_Chaco","Deaths_Chubut","Deaths_Cordoba","Deaths_Corrientes","Deaths_EntreRios","Deaths_Formosa","Deaths_Jujuy","Deaths_LaPampa","Deaths_LaRioja","Deaths_Mendoza","Deaths_Misiones","Deaths_Neuquen","Deaths_RioNegro","Deaths_Salta","Deaths_SanJuan","Deaths_SanLuis","Deaths_SantaCruz","Deaths_SantaFe","Deaths_SantiagoDelEstero","Deaths_TierraDelFuego","Deaths_Tucuman","Deaths_SinEspecificar"
"2020-08-14","8836","2873","4677","0","316","19","108","8","160","0","74","11","36","150","56","42","0","28","0","4","14","70","10","23","20","0"
