"Date","Recoveries_National","Recoveries_CABA","Recoveries_BuenosAires","Recoveries_Catamarca","Recoveries_Chaco","Recoveries_Chubut","Recoveries_Cordoba","Recoveries_Corrientes","Recoveries_EntreRios","Recoveries_Formosa","Recoveries_Jujuy","Recoveries_LaPampa","Recoveries_LaRioja","Recoveries_Mendoza","Recoveries_Misiones","Recoveries_Neuquen","Recoveries_RioNegro","Recoveries_Salta","Recoveries_SanJuan","Recoveries_SanLuis","Recoveries_SantaCruz","Recoveries_SantaFe","Recoveries_SantiagoDelEstero","Recoveries_TierraDelFuego","Recoveries_Tucuman","Recoveries_SinEspecificar"
"2020-08-14","184610","72336","95927","4","2574","250","2356","117","663","19","2206","158","233","1314","10","1046","0","615","8","17","577","1573","34","679","291","0"
