"Date","Cases_National","Cases_CABA","Cases_BuenosAires","Cases_Catamarca","Cases_Chaco","Cases_Chubut","Cases_Cordoba","Cases_Corrientes","Cases_EntreRios","Cases_Formosa","Cases_Jujuy","Cases_LaPampa","Cases_LaRioja","Cases_Mendoza","Cases_Misiones","Cases_Neuquen","Cases_RioNegro","Cases_Salta","Cases_SanJuan","Cases_SanLuis","Cases_SantaCruz","Cases_SantaFe","Cases_SantiagoDelEstero","Cases_TierraDelFuego","Cases_Tucuman","Cases_SinEspecificar"
"2020-08-14","282420","110827","140442","64","4331","386","4181","194","1410","85","3531","180","660","2881","41","1782","0","1617","27","30","949","3066","212","1264","671","0"
