"Ultima actualización ","Provincias afectadas ","Casos Notificados ","Casos Descartados ","Fallecidos ","Casos Confirmados ","Importados ","Contacto ","Comunitarios ","Investigación ","BUE","CABA","CHA","JUY","CBA","RNG","SFE","MZA","NQN","ERI","TDF","SCR","SAL","LRJ","TUC","CHU","CTE","LPA","SGO","FOR","CAT","MIS","SLU","SJU"
"16:45:32","24","854621","501652","5004","260898","3522","68717","151086","37573","161239","72297","4154","3887","3830","3195","2431","2392","1499","1244","1085","837","676","520","450","356","217","180","159","80","62","54","31","23"
