"CONFIRMADOS","RECUPERADOS","FALLECIDOS","TASA DE LETALIDAD","PERSONAS TESTEADAS","AlmiranteBrownCases","AlmiranteBrownRecovered","AlmiranteBrownDeaths","AlmiranteBrownLethalityPct","AlmiranteBrownTests","AvellanedaCases","AvellanedaRecovered","AvellanedaDeaths","AvellanedaLethalityPct","AvellanedaTests","BerazateguiCases","BerazateguiRecovered","BerazateguiDeaths","BerazateguiLethalityPct","BerazateguiTests","BerissoCases","BerissoRecovered","BerissoDeaths","BerissoLethalityPct","BerissoTests","BrandsenCases","BrandsenRecovered","BrandsenDeaths","BrandsenLethalityPct","BrandsenTests","CampanaCases","CampanaRecovered","CampanaDeaths","CampanaLethalityPct","CampanaTests","CanuelasCases","CanuelasRecovered","CanuelasDeaths","CanuelasLethalityPct","CanuelasTests","EnsenadaCases","EnsenadaRecovered","EnsenadaDeaths","EnsenadaLethalityPct","EnsenadaTests","EscobarCases","EscobarRecovered","EscobarDeaths","EscobarLethalityPct","EscobarTests","EstebanEcheverriaCases","EstebanEcheverriaRecovered","EstebanEcheverriaDeaths","EstebanEcheverriaLethalityPct","EstebanEcheverriaTests","ExaltacionDeLaCruzCases","ExaltacionDeLaCruzRecovered","ExaltacionDeLaCruzDeaths","ExaltacionDeLaCruzLethalityPct","ExaltacionDeLaCruzTests","EzeizaCases","EzeizaRecovered","EzeizaDeaths","EzeizaLethalityPct","EzeizaTests","FlorencioVarelaCases","FlorencioVarelaRecovered","FlorencioVarelaDeaths","FlorencioVarelaLethalityPct","FlorencioVarelaTests","GeneralLasHerasCases","GeneralLasHerasRecovered","GeneralLasHerasDeaths","GeneralLasHerasLethalityPct","GeneralLasHerasTests","GeneralRodriguezCases","GeneralRodriguezRecovered","GeneralRodriguezDeaths","GeneralRodriguezLethalityPct","GeneralRodriguezTests","GeneralSanMartinCases","GeneralSanMartinRecovered","GeneralSanMartinDeaths","GeneralSanMartinLethalityPct","GeneralSanMartinTests","HurlinghamCases","HurlinghamRecovered","HurlinghamDeaths","HurlinghamLethalityPct","HurlinghamTests","ItuzaingoCases","ItuzaingoRecovered","ItuzaingoDeaths","ItuzaingoLethalityPct","ItuzaingoTests","JoseCPazCases","JoseCPazRecovered","JoseCPazDeaths","JoseCPazLethalityPct","JoseCPazTests","LaMatanzaCases","LaMatanzaRecovered","LaMatanzaDeaths","LaMatanzaLethalityPct","LaMatanzaTests","LanusCases","LanusRecovered","LanusDeaths","LanusLethalityPct","LanusTests","LaPlataCases","LaPlataRecovered","LaPlataDeaths","LaPlataLethalityPct","LaPlataTests","LomasDeZamoraCases","LomasDeZamoraRecovered","LomasDeZamoraDeaths","LomasDeZamoraLethalityPct","LomasDeZamoraTests","LujanCases","LujanRecovered","LujanDeaths","LujanLethalityPct","LujanTests","MarcosPazCases","MarcosPazRecovered","MarcosPazDeaths","MarcosPazLethalityPct","MarcosPazTests","MalvinasArgentinasCases","MalvinasArgentinasRecovered","MalvinasArgentinasDeaths","MalvinasArgentinasLethalityPct","MalvinasArgentinasTests","MorenoCases","MorenoRecovered","MorenoDeaths","MorenoLethalityPct","MorenoTests","MerloCases","MerloRecovered","MerloDeaths","MerloLethalityPct","MerloTests","MoronCases","MoronRecovered","MoronDeaths","MoronLethalityPct","MoronTests","PilarCases","PilarRecovered","PilarDeaths","PilarLethalityPct","PilarTests","PresidentePeronCases","PresidentePeronRecovered","PresidentePeronDeaths","PresidentePeronLethalityPct","PresidentePeronTests","QuilmesCases","QuilmesRecovered","QuilmesDeaths","QuilmesLethalityPct","QuilmesTests","SanFernandoCases","SanFernandoRecovered","SanFernandoDeaths","SanFernandoLethalityPct","SanFernandoTests","SanIsidroCases","SanIsidroRecovered","SanIsidroDeaths","SanIsidroLethalityPct","SanIsidroTests","SanMiguelCases","SanMiguelRecovered","SanMiguelDeaths","SanMiguelLethalityPct","SanMiguelTests","SanVicenteCases","SanVicenteRecovered","SanVicenteDeaths","SanVicenteLethalityPct","SanVicenteTests","TigreCases","TigreRecovered","TigreDeaths","TigreLethalityPct","TigreTests","TresDeFebreroCases","TresDeFebreroRecovered","TresDeFebreroDeaths","TresDeFebreroLethalityPct","TresDeFebreroTests","VicenteLopezCases","VicenteLopezRecovered","VicenteLopezDeaths","VicenteLopezLethalityPct","VicenteLopezTests","ZarateCases","ZarateRecovered","ZarateDeaths","ZarateLethalityPct","ZarateTests"
"118166","58198","1948","1.65","353592","5490","1972","74","1.35","15100","5562","2251","83","1.49","13083","3533","1985","55","1.56","8679","533","316","11","2.06","2414","90","41","2","2.22","433","366","235","11","3.01","1899","430","256","5","1.16","1376","288","180","3","1.04","1691","1602","965","43","2.68","5641","3012","1485","33","1.10","8294","122","78","5","4.10","743","1461","751","16","1.10","4934","4097","2155","57","1.39","10708","114","99","1","0.88","472","679","451","2","0.29","2324","5346","2543","125","2.34","14190","1576","965","11","0.70","4434","1247","572","24","1.92","3816","1736","1002","43","2.48","6167","16735","8014","232","1.39","40435","6019","3356","119","1.98","15074","3540","1893","54","1.53","14749","6533","2974","140","2.14","17608","609","406","15","2.46","2794","547","239","8","1.46","1602","1850","784","59","3.19","6729","3596","1819","41","1.14","10712","4189","2231","43","1.03","12352","2710","1469","52","1.92","8236","1579","926","29","1.84","10310","671","374","6","0.89","1877","8959","4251","115","1.28","20969","1858","910","42","2.26","4787","3378","1636","64","1.89","9805","2322","1380","65","2.80","7912","449","281","10","2.23","1534","2822","1046","43","1.52","10205","4493","2142","80","1.78","11636","2048","857","43","2.10","6926","397","277","7","1.76","1967"
