"LastUpdate","CONFIRMADOS","RECUPERADOS","FALLECIDOS","TASA DE LETALIDAD","PERSONAS TESTEADAS","AlmiranteBrownCases","AlmiranteBrownRecovered","AlmiranteBrownDeaths","AlmiranteBrownLethalityPct","AlmiranteBrownTests","AvellanedaCases","AvellanedaRecovered","AvellanedaDeaths","AvellanedaLethalityPct","AvellanedaTests","BerazateguiCases","BerazateguiRecovered","BerazateguiDeaths","BerazateguiLethalityPct","BerazateguiTests","BerissoCases","BerissoRecovered","BerissoDeaths","BerissoLethalityPct","BerissoTests","BrandsenCases","BrandsenRecovered","BrandsenDeaths","BrandsenLethalityPct","BrandsenTests","CampanaCases","CampanaRecovered","CampanaDeaths","CampanaLethalityPct","CampanaTests","CanuelasCases","CanuelasRecovered","CanuelasDeaths","CanuelasLethalityPct","CanuelasTests","EnsenadaCases","EnsenadaRecovered","EnsenadaDeaths","EnsenadaLethalityPct","EnsenadaTests","EscobarCases","EscobarRecovered","EscobarDeaths","EscobarLethalityPct","EscobarTests","EstebanEcheverriaCases","EstebanEcheverriaRecovered","EstebanEcheverriaDeaths","EstebanEcheverriaLethalityPct","EstebanEcheverriaTests","ExaltacionDeLaCruzCases","ExaltacionDeLaCruzRecovered","ExaltacionDeLaCruzDeaths","ExaltacionDeLaCruzLethalityPct","ExaltacionDeLaCruzTests","EzeizaCases","EzeizaRecovered","EzeizaDeaths","EzeizaLethalityPct","EzeizaTests","FlorencioVarelaCases","FlorencioVarelaRecovered","FlorencioVarelaDeaths","FlorencioVarelaLethalityPct","FlorencioVarelaTests","GeneralLasHerasCases","GeneralLasHerasRecovered","GeneralLasHerasDeaths","GeneralLasHerasLethalityPct","GeneralLasHerasTests","GeneralRodriguezCases","GeneralRodriguezRecovered","GeneralRodriguezDeaths","GeneralRodriguezLethalityPct","GeneralRodriguezTests","GeneralSanMartinCases","GeneralSanMartinRecovered","GeneralSanMartinDeaths","GeneralSanMartinLethalityPct","GeneralSanMartinTests","HurlinghamCases","HurlinghamRecovered","HurlinghamDeaths","HurlinghamLethalityPct","HurlinghamTests","ItuzaingoCases","ItuzaingoRecovered","ItuzaingoDeaths","ItuzaingoLethalityPct","ItuzaingoTests","JoseCPazCases","JoseCPazRecovered","JoseCPazDeaths","JoseCPazLethalityPct","JoseCPazTests","LaMatanzaCases","LaMatanzaRecovered","LaMatanzaDeaths","LaMatanzaLethalityPct","LaMatanzaTests","LanusCases","LanusRecovered","LanusDeaths","LanusLethalityPct","LanusTests","LaPlataCases","LaPlataRecovered","LaPlataDeaths","LaPlataLethalityPct","LaPlataTests","LomasDeZamoraCases","LomasDeZamoraRecovered","LomasDeZamoraDeaths","LomasDeZamoraLethalityPct","LomasDeZamoraTests","LujanCases","LujanRecovered","LujanDeaths","LujanLethalityPct","LujanTests","MarcosPazCases","MarcosPazRecovered","MarcosPazDeaths","MarcosPazLethalityPct","MarcosPazTests","MalvinasArgentinasCases","MalvinasArgentinasRecovered","MalvinasArgentinasDeaths","MalvinasArgentinasLethalityPct","MalvinasArgentinasTests","MorenoCases","MorenoRecovered","MorenoDeaths","MorenoLethalityPct","MorenoTests","MerloCases","MerloRecovered","MerloDeaths","MerloLethalityPct","MerloTests","MoronCases","MoronRecovered","MoronDeaths","MoronLethalityPct","MoronTests","PilarCases","PilarRecovered","PilarDeaths","PilarLethalityPct","PilarTests","PresidentePeronCases","PresidentePeronRecovered","PresidentePeronDeaths","PresidentePeronLethalityPct","PresidentePeronTests","QuilmesCases","QuilmesRecovered","QuilmesDeaths","QuilmesLethalityPct","QuilmesTests","SanFernandoCases","SanFernandoRecovered","SanFernandoDeaths","SanFernandoLethalityPct","SanFernandoTests","SanIsidroCases","SanIsidroRecovered","SanIsidroDeaths","SanIsidroLethalityPct","SanIsidroTests","SanMiguelCases","SanMiguelRecovered","SanMiguelDeaths","SanMiguelLethalityPct","SanMiguelTests","SanVicenteCases","SanVicenteRecovered","SanVicenteDeaths","SanVicenteLethalityPct","SanVicenteTests","SanVicenteCases","SanVicenteRecovered","SanVicenteDeaths","SanVicenteLethalityPct","SanVicenteTests","TigreCases","TigreRecovered","TigreDeaths","TigreLethalityPct","TigreTests","TresDeFebreroCases","TresDeFebreroRecovered","TresDeFebreroDeaths","TresDeFebreroLethalityPct","TresDeFebreroTests","VicenteLopezCases","VicenteLopezRecovered","VicenteLopezDeaths","VicenteLopezLethalityPct","VicenteLopezTests","ZarateCases","ZarateRecovered","ZarateDeaths","ZarateLethalityPct","ZarateTests"
"05/08/2020 06:57:53 PM","134124","66618","2276","1.70","390206","6234","2371","80","1.28","16825","6269","2540","101","1.61","14307","3972","2348","63","1.59","9650","607","365","11","1.81","2598","109","45","2","1.83","471","421","278","11","2.61","2079","466","301","7","1.50","1483","324","208","3","0.93","1843","1747","1050","49","2.80","6105","3449","1780","41","1.19","9275","163","110","6","3.68","849","1631","851","19","1.16","5323","4636","2436","65","1.40","11950","124","104","1","0.81","501","51443","34062","1265","0.65","206088","6119","2834","135","2.21","15617","1743","1097","12","0.69","4915","1422","677","25","1.76","4292","2058","1219","49","2.38","6940","18969","9008","289","1.52","44907","6778","3738","140","2.07","16543","4172","2288","59","1.41","16315","7502","3376","176","2.35","19168","687","493","16","2.33","3046","608","275","10","1.64","1727","2194","897","64","2.92","7483","4138","2112","46","1.11","11965","4732","2609","49","1.04","13451","3111","1693","57","1.83","9130","1757","1033","34","1.94","11476","765","419","6","0.78","2089","9873","4711","139","1.41","23175","2086","1040","43","2.06","5255","3781","1843","74","1.96","10744","52014","1642","648","2.51","8806","501","343","10","2.00","1680","501","343","10","2.00","1680","3348","1188","52","1.55","11391","4950","2449","100","2.02","12702","2298","977","50","2.18","7595","469","321","7","1.49","2134"
