"LastUpdate","CONFIRMADOS","RECUPERADOS","FALLECIDOS","TASA DE LETALIDAD","PERSONAS TESTEADAS","AlmiranteBrownCases","AlmiranteBrownRecovered","AlmiranteBrownDeaths","AlmiranteBrownLethalityPct","AlmiranteBrownTests","AvellanedaCases","AvellanedaRecovered","AvellanedaDeaths","AvellanedaLethalityPct","AvellanedaTests","BerazateguiCases","BerazateguiRecovered","BerazateguiDeaths","BerazateguiLethalityPct","BerazateguiTests","BerissoCases","BerissoRecovered","BerissoDeaths","BerissoLethalityPct","BerissoTests","BrandsenCases","BrandsenRecovered","BrandsenDeaths","BrandsenLethalityPct","BrandsenTests","CampanaCases","CampanaRecovered","CampanaDeaths","CampanaLethalityPct","CampanaTests","CanuelasCases","CanuelasRecovered","CanuelasDeaths","CanuelasLethalityPct","CanuelasTests","EnsenadaCases","EnsenadaRecovered","EnsenadaDeaths","EnsenadaLethalityPct","EnsenadaTests","EscobarCases","EscobarRecovered","EscobarDeaths","EscobarLethalityPct","EscobarTests","EstebanEcheverriaCases","EstebanEcheverriaRecovered","EstebanEcheverriaDeaths","EstebanEcheverriaLethalityPct","EstebanEcheverriaTests","ExaltacionDeLaCruzCases","ExaltacionDeLaCruzRecovered","ExaltacionDeLaCruzDeaths","ExaltacionDeLaCruzLethalityPct","ExaltacionDeLaCruzTests","EzeizaCases","EzeizaRecovered","EzeizaDeaths","EzeizaLethalityPct","EzeizaTests","FlorencioVarelaCases","FlorencioVarelaRecovered","FlorencioVarelaDeaths","FlorencioVarelaLethalityPct","FlorencioVarelaTests","GeneralLasHerasCases","GeneralLasHerasRecovered","GeneralLasHerasDeaths","GeneralLasHerasLethalityPct","GeneralLasHerasTests","GeneralRodriguezCases","GeneralRodriguezRecovered","GeneralRodriguezDeaths","GeneralRodriguezLethalityPct","GeneralRodriguezTests","GeneralSanMartinCases","GeneralSanMartinRecovered","GeneralSanMartinDeaths","GeneralSanMartinLethalityPct","GeneralSanMartinTests","HurlinghamCases","HurlinghamRecovered","HurlinghamDeaths","HurlinghamLethalityPct","HurlinghamTests","ItuzaingoCases","ItuzaingoRecovered","ItuzaingoDeaths","ItuzaingoLethalityPct","ItuzaingoTests","JoseCPazCases","JoseCPazRecovered","JoseCPazDeaths","JoseCPazLethalityPct","JoseCPazTests","LaMatanzaCases","LaMatanzaRecovered","LaMatanzaDeaths","LaMatanzaLethalityPct","LaMatanzaTests","LanusCases","LanusRecovered","LanusDeaths","LanusLethalityPct","LanusTests","LaPlataCases","LaPlataRecovered","LaPlataDeaths","LaPlataLethalityPct","LaPlataTests","LomasDeZamoraCases","LomasDeZamoraRecovered","LomasDeZamoraDeaths","LomasDeZamoraLethalityPct","LomasDeZamoraTests","LujanCases","LujanRecovered","LujanDeaths","LujanLethalityPct","LujanTests","MarcosPazCases","MarcosPazRecovered","MarcosPazDeaths","MarcosPazLethalityPct","MarcosPazTests","MalvinasArgentinasCases","MalvinasArgentinasRecovered","MalvinasArgentinasDeaths","MalvinasArgentinasLethalityPct","MalvinasArgentinasTests","MorenoCases","MorenoRecovered","MorenoDeaths","MorenoLethalityPct","MorenoTests","MerloCases","MerloRecovered","MerloDeaths","MerloLethalityPct","MerloTests","MoronCases","MoronRecovered","MoronDeaths","MoronLethalityPct","MoronTests","PilarCases","PilarRecovered","PilarDeaths","PilarLethalityPct","PilarTests","PresidentePeronCases","PresidentePeronRecovered","PresidentePeronDeaths","PresidentePeronLethalityPct","PresidentePeronTests","QuilmesCases","QuilmesRecovered","QuilmesDeaths","QuilmesLethalityPct","QuilmesTests","SanFernandoCases","SanFernandoRecovered","SanFernandoDeaths","SanFernandoLethalityPct","SanFernandoTests","SanIsidroCases","SanIsidroRecovered","SanIsidroDeaths","SanIsidroLethalityPct","SanIsidroTests","SanMiguelCases","SanMiguelRecovered","SanMiguelDeaths","SanMiguelLethalityPct","SanMiguelTests","SanVicenteCases","SanVicenteRecovered","SanVicenteDeaths","SanVicenteLethalityPct","SanVicenteTests","TigreCases","TigreRecovered","TigreDeaths","TigreLethalityPct","TigreTests","TresDeFebreroCases","TresDeFebreroRecovered","TresDeFebreroDeaths","TresDeFebreroLethalityPct","TresDeFebreroTests","VicenteLopezCases","VicenteLopezRecovered","VicenteLopezDeaths","VicenteLopezLethalityPct","VicenteLopezTests","ZarateCases","ZarateRecovered","ZarateDeaths","ZarateLethalityPct","ZarateTests"
"06/08/2020 07:44:55 PM","139104","69180","2372","1.71","401621","6563","2521","92","1.40","17278","6497","2640","106","1.63","14725","67562","35251","1268","1.58","228673","638","389","11","1.72","2678","122","47","2","1.64","497","434","291","11","1.70","405802","491","320","7","1.43","1554","343","227","3","0.87","1903","1840","1110","50","2.72","6360","3632","1922","46","1.27","9672","141298","71060","2400","1.70","405802","1719","893","20","1.16","5478","4860","2591","67","1.38","12400","131","104","2","1.53","514","804","553","5","0.62","2665","6399","3015","137","2.14","16278","1807","1159","12","0.66","5095","1530","744","26","1.70","4470","2143","1292","51","2.38","7300","19938","9618","308","1.54","47235","7044","3919","145","2.06","17058","4580","2508","62","1.35","16933","7853","3571","187","2.38","19913","775","555","16","2.06","3177","630","288","10","1.59","1799","2326","949","66","2.84","7762","4427","2264","47","1.06","12493","4963","2762","51","1.03","13939","3266","1810","57","1.75","9468","1811","1079","35","1.93","11980","801","453","6","0.75","2159","10352","4967","140","1.35","24122","2203","1108","53","2.41","5480","3999","1982","78","1.95","11176","2899","1734","72","2.48","9209","538","380","10","1.86","1733","3553","1256","55","1.55","11882","5174","2633","107","2.07","13160","2413","1068","56","2.32","7879","476","332","7","1.47","2199"
