"Date","ConurbanoCases","ConurbanoDeaths","ConurbanoRecoveries","ConurbanoICUActive","ConurbanoICUCases","ConurbanoTotalTests","ConurbanoPositiveTests","AlmiranteBrownCases","AlmiranteBrownDeaths","AlmiranteBrownRecoveries","AlmiranteBrownICUActive","AlmiranteBrownICUCases","AlmiranteBrownTotalTests","AlmiranteBrownPositiveTests","AvellanedaCases","AvellanedaDeaths","AvellanedaRecoveries","AvellanedaICUActive","AvellanedaICUCases","AvellanedaTotalTests","AvellanedaPositiveTests","BerazateguiCases","BerazateguiDeaths","BerazateguiRecoveries","BerazateguiICUActive","BerazateguiICUCases","BerazateguiTotalTests","BerazateguiPositiveTests","BerissoCases","BerissoDeaths","BerissoRecoveries","BerissoICUActive","BerissoICUCases","BerissoTotalTests","BerissoPositiveTests","BrandsenCases","BrandsenDeaths","BrandsenRecoveries","BrandsenICUActive","BrandsenICUCases","BrandsenTotalTests","BrandsenPositiveTests","CampanaCases","CampanaDeaths","CampanaRecoveries","CampanaICUActive","CampanaICUCases","CampanaTotalTests","CampanaPositiveTests","CanuelasCases","CanuelasDeaths","CanuelasRecoveries","CanuelasICUActive","CanuelasICUCases","CanuelasTotalTests","CanuelasPositiveTests","EnsenadaCases","EnsenadaDeaths","EnsenadaRecoveries","EnsenadaICUActive","EnsenadaICUCases","EnsenadaTotalTests","EnsenadaPositiveTests","EscobarCases","EscobarDeaths","EscobarRecoveries","EscobarICUActive","EscobarICUCases","EscobarTotalTests","EscobarPositiveTests","EstebanEcheverriaCases","EstebanEcheverriaDeaths","EstebanEcheverriaRecoveries","EstebanEcheverriaICUActive","EstebanEcheverriaICUCases","EstebanEcheverriaTotalTests","EstebanEcheverriaPositiveTests","ExaltacionDeLaCruzCases","ExaltacionDeLaCruzDeaths","ExaltacionDeLaCruzRecoveries","ExaltacionDeLaCruzICUActive","ExaltacionDeLaCruzICUCases","ExaltacionDeLaCruzTotalTests","ExaltacionDeLaCruzPositiveTests","EzeizaCases","EzeizaDeaths","EzeizaRecoveries","EzeizaICUActive","EzeizaICUCases","EzeizaTotalTests","EzeizaPositiveTests","FlorencioVarelaCases","FlorencioVarelaDeaths","FlorencioVarelaRecoveries","FlorencioVarelaICUActive","FlorencioVarelaICUCases","FlorencioVarelaTotalTests","FlorencioVarelaPositiveTests","GeneralLasHerasCases","GeneralLasHerasDeaths","GeneralLasHerasRecoveries","GeneralLasHerasICUActive","GeneralLasHerasICUCases","GeneralLasHerasTotalTests","GeneralLasHerasPositiveTests","GeneralRodriguezCases","GeneralRodriguezDeaths","GeneralRodriguezRecoveries","GeneralRodriguezICUActive","GeneralRodriguezICUCases","GeneralRodriguezTotalTests","GeneralRodriguezPositiveTests","GeneralSanMartinCases","GeneralSanMartinDeaths","GeneralSanMartinRecoveries","GeneralSanMartinICUActive","GeneralSanMartinICUCases","GeneralSanMartinTotalTests","GeneralSanMartinPositiveTests","HurlinghamCases","HurlinghamDeaths","HurlinghamRecoveries","HurlinghamICUActive","HurlinghamICUCases","HurlinghamTotalTests","HurlinghamPositiveTests","ItuzaingoCases","ItuzaingoDeaths","ItuzaingoRecoveries","ItuzaingoICUActive","ItuzaingoICUCases","ItuzaingoTotalTests","ItuzaingoPositiveTests","JoseCPazCases","JoseCPazDeaths","JoseCPazRecoveries","JoseCPazICUActive","JoseCPazICUCases","JoseCPazTotalTests","JoseCPazPositiveTests","LaMatanzaCases","LaMatanzaDeaths","LaMatanzaRecoveries","LaMatanzaICUActive","LaMatanzaICUCases","LaMatanzaTotalTests","LaMatanzaPositiveTests","LanusCases","LanusDeaths","LanusRecoveries","LanusICUActive","LanusICUCases","LanusTotalTests","LanusPositiveTests","LaPlataCases","LaPlataDeaths","LaPlataRecoveries","LaPlataICUActive","LaPlataICUCases","LaPlataTotalTests","LaPlataPositiveTests","LomasDeZamoraCases","LomasDeZamoraDeaths","LomasDeZamoraRecoveries","LomasDeZamoraICUActive","LomasDeZamoraICUCases","LomasDeZamoraTotalTests","LomasDeZamoraPositiveTests","LujanCases","LujanDeaths","LujanRecoveries","LujanICUActive","LujanICUCases","LujanTotalTests","LujanPositiveTests","MarcosPazCases","MarcosPazDeaths","MarcosPazRecoveries","MarcosPazICUActive","MarcosPazICUCases","MarcosPazTotalTests","MarcosPazPositiveTests","MalvinasArgentinasCases","MalvinasArgentinasDeaths","MalvinasArgentinasRecoveries","MalvinasArgentinasICUActive","MalvinasArgentinasICUCases","MalvinasArgentinasTotalTests","MalvinasArgentinasPositiveTests","MorenoCases","MorenoDeaths","MorenoRecoveries","MorenoICUActive","MorenoICUCases","MorenoTotalTests","MorenoPositiveTests","MerloCases","MerloDeaths","MerloRecoveries","MerloICUActive","MerloICUCases","MerloTotalTests","MerloPositiveTests","MoronCases","MoronDeaths","MoronRecoveries","MoronICUActive","MoronICUCases","MoronTotalTests","MoronPositiveTests","PilarCases","PilarDeaths","PilarRecoveries","PilarICUActive","PilarICUCases","PilarTotalTests","PilarPositiveTests","PresidentePeronCases","PresidentePeronDeaths","PresidentePeronRecoveries","PresidentePeronICUActive","PresidentePeronICUCases","PresidentePeronTotalTests","PresidentePeronPositiveTests","QuilmesCases","QuilmesDeaths","QuilmesRecoveries","QuilmesICUActive","QuilmesICUCases","QuilmesTotalTests","QuilmesPositiveTests","SanFernandoCases","SanFernandoDeaths","SanFernandoRecoveries","SanFernandoICUActive","SanFernandoICUCases","SanFernandoTotalTests","SanFernandoPositiveTests","SanIsidroCases","SanIsidroDeaths","SanIsidroRecoveries","SanIsidroICUActive","SanIsidroICUCases","SanIsidroTotalTests","SanIsidroPositiveTests","SanMiguelCases","SanMiguelDeaths","SanMiguelRecoveries","SanMiguelICUActive","SanMiguelICUCases","SanMiguelTotalTests","SanMiguelPositiveTests","SanVicenteCases","SanVicenteDeaths","SanVicenteRecoveries","SanVicenteICUActive","SanVicenteICUCases","SanVicenteTotalTests","SanVicentePositiveTests","TigreCases","TigreDeaths","TigreRecoveries","TigreICUActive","TigreICUCases","TigreTotalTests","TigrePositiveTests","TresDeFebreroCases","TresDeFebreroDeaths","TresDeFebreroRecoveries","TresDeFebreroICUActive","TresDeFebreroICUCases","TresDeFebreroTotalTests","TresDeFebreroPositiveTests","VicenteLopezCases","VicenteLopezDeaths","VicenteLopezRecoveries","VicenteLopezICUActive","VicenteLopezICUCases","VicenteLopezTotalTests","VicenteLopezPositiveTests","ZarateCases","ZarateDeaths","ZarateRecoveries","ZarateICUActive","ZarateICUCases","ZarateTotalTests","ZaratePositiveTests"
2020-10-14,3419,118,122,38,3419,3496,1494,128,5,4,-1,1,11,3,100,5,5,-1,0,42,5,91,1,1,1,1,0,0,36,0,0,0,0,0,0,19,0,0,0,0,0,0,45,2,1,0,0,0,0,6,0,2,0,0,57,21,15,0,0,0,0,22,6,82,0,3,0,0,138,74,87,5,4,1,2,195,90,6,0,0,0,0,0,0,64,0,0,0,0,66,36,64,3,4,2,2,150,62,0,0,0,0,0,0,0,39,3,1,0,0,195,97,143,6,6,2,2,121,42,55,2,3,1,1,306,157,74,2,0,2,2,43,25,98,5,2,1,1,7,4,366,13,15,2,4,104,31,201,4,8,2,5,487,214,137,0,6,1,2,175,67,47,0,2,1,1,0,0,10,0,0,0,0,1,0,166,10,1,0,1,476,203,143,14,6,0,0,13,3,170,2,8,1,1,36,16,99,5,3,-2,1,254,107,106,2,2,-1,0,100,8,17,0,0,0,0,0,0,191,2,5,2,3,69,42,61,10,0,0,4,30,13,56,4,2,-3,1,43,15,134,4,2,-1,1,298,138,10,0,0,0,0,0,0,138,2,9,-1,0,57,15,93,1,3,-1,1,0,0,79,3,2,0,1,0,0,34,3,11,0,0,0,0,9,0,1,0,0,0,0
2020-10-15,3801,138,129,33,3801,3426,1468,105,4,4,1,1,22,14,89,6,1,0,3,36,7,125,3,7,0,1,11,1,35,1,2,0,0,0,0,8,0,2,0,0,0,0,50,1,0,0,0,0,0,15,2,0,-1,0,18,3,27,0,0,0,0,36,15,68,2,3,0,0,134,56,140,7,-1,0,1,212,77,11,0,0,0,0,0,0,36,4,0,0,0,51,27,110,4,3,0,2,58,16,14,0,0,0,0,0,0,67,0,0,1,1,22,14,139,8,0,-1,0,139,47,41,2,2,0,1,320,168,28,2,1,-1,0,17,8,102,7,-1,-1,1,22,9,460,25,20,0,7,127,53,224,7,4,2,4,767,321,152,2,5,-1,0,321,105,52,3,2,0,0,0,0,16,0,0,0,0,0,0,171,9,10,-3,3,240,160,165,6,5,-1,0,60,26,149,6,11,-1,1,112,38,74,3,4,-1,0,207,65,142,0,2,0,0,26,4,20,2,1,0,0,12,3,285,8,15,1,4,155,105,53,1,2,-1,0,63,33,87,5,5,-1,1,86,27,120,0,5,1,1,135,63,13,0,0,0,0,0,0,100,2,4,0,0,13,2,163,4,4,-1,1,3,1,89,1,6,-2,0,1,0,37,0,1,0,0,0,0,19,1,0,0,0,0,0
2020-10-16,3026,118,109,26,3026,4039,1670,112,7,5,0,1,14,6,93,5,5,0,1,53,12,103,2,5,0,0,18,4,27,0,2,0,1,0,0,4,0,0,0,0,0,0,57,0,9,1,1,0,0,9,0,0,0,0,93,35,31,0,0,0,0,22,7,67,4,2,0,0,97,47,64,2,2,-1,0,140,71,5,0,0,0,0,1,0,41,2,4,0,0,60,23,89,2,2,0,0,212,84,4,0,1,0,0,0,0,53,1,0,0,0,111,64,116,4,2,1,1,111,43,49,3,2,0,1,299,128,54,6,0,-1,2,37,16,82,2,2,0,0,29,13,363,8,9,0,1,233,91,163,7,3,1,3,865,334,119,7,5,0,1,282,87,40,1,2,0,0,1,1,22,1,1,0,0,0,0,109,2,6,-1,0,383,182,150,3,3,1,2,63,25,112,6,4,0,0,79,26,100,7,2,0,0,213,64,126,4,2,0,2,65,41,23,1,1,0,1,9,8,157,9,11,0,2,149,84,36,5,1,-1,0,53,24,57,3,5,0,1,71,22,95,3,1,0,1,219,110,17,0,1,0,0,0,0,79,0,4,1,1,52,13,80,5,2,1,1,3,2,66,3,4,0,1,2,2,45,1,3,0,0,0,0,11,2,1,-1,0,0,0
2020-10-17,3026,119,109,26,3026,4040,1670,112,7,5,1,2,13,5,93,5,4,0,0,53,11,103,2,5,0,1,19,4,27,1,1,0,1,0,0,4,0,0,0,0,0,0,58,0,8,1,1,0,0,9,0,0,0,0,93,36,31,0,1,0,0,21,8,67,4,1,0,0,98,47,63,2,2,0,0,139,71,4,0,0,0,0,1,1,41,2,4,0,0,60,23,88,2,3,1,1,211,85,5,0,0,0,0,0,0,53,1,0,0,0,111,65,115,4,1,0,1,111,43,48,2,2,1,1,299,129,55,6,1,-1,2,36,15,82,2,2,0,0,30,13,362,8,9,0,0,234,90,163,7,3,1,3,864,333,118,7,5,1,2,281,88,40,0,1,0,0,0,0,21,1,0,-1,0,0,0,108,3,5,0,0,384,181,149,3,2,0,2,64,25,112,6,4,0,0,79,25,99,6,2,-1,0,214,64,125,3,3,1,2,65,41,23,1,0,0,0,10,8,158,9,11,0,1,149,85,36,5,1,0,0,52,24,56,4,5,1,1,71,23,94,4,1,1,1,220,110,18,1,0,0,1,0,0,79,1,3,1,1,51,13,80,4,1,0,0,4,2,67,2,4,0,2,3,3,45,1,3,0,0,0,0,11,3,1,-1,1,0,0
2020-10-18,1301,12,53,13,1301,3777,1464,28,0,4,1,1,4,2,16,0,0,0,0,36,7,35,0,4,-2,0,12,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,53,1,1,2,3,1,1,12,0,0,0,0,164,68,13,0,0,0,0,19,9,14,0,0,0,0,141,66,45,0,0,0,0,117,59,14,0,1,0,0,1,0,38,0,0,0,0,55,28,21,0,1,0,0,184,68,2,0,1,0,0,0,0,26,0,1,0,0,117,72,70,1,1,1,1,153,66,40,0,1,0,0,187,73,20,0,1,0,0,22,11,73,0,2,0,0,25,17,123,3,6,0,1,222,39,82,0,2,2,2,773,256,52,0,0,0,0,330,126,21,0,0,1,1,0,0,12,0,0,0,0,0,0,30,0,2,0,0,463,201,55,0,1,0,0,104,34,30,0,3,0,0,39,19,31,4,1,-1,2,228,82,46,0,1,0,0,83,24,10,0,0,0,0,19,10,24,2,2,0,0,121,63,20,0,1,0,0,49,20,47,0,4,0,0,27,14,32,0,0,1,1,74,25,4,0,0,0,0,0,0,66,0,9,0,0,0,0,42,0,2,1,1,1,0,28,1,-1,0,0,6,3,17,0,2,0,0,0,0,2,0,0,0,0,0,0
2020-10-19,2824,137,79,50,2824,628,262,93,7,4,0,2,14,6,67,9,4,1,2,0,0,83,6,-1,0,2,0,0,9,1,0,0,0,0,0,3,1,0,0,0,0,0,65,1,0,1,1,0,0,13,1,0,0,1,0,0,8,0,0,0,1,0,0,49,2,2,1,2,17,13,67,6,0,1,2,6,3,11,0,0,0,0,0,0,73,1,1,0,0,37,28,90,6,2,0,0,25,9,2,0,0,0,0,0,0,47,1,0,0,0,16,8,100,11,4,1,2,24,5,41,2,1,1,1,40,24,56,2,0,1,2,0,0,122,7,6,2,3,1,1,301,18,9,-1,6,30,6,84,6,1,3,9,83,28,96,-2,2,-2,-1,32,10,49,1,1,1,1,0,0,22,1,0,1,2,0,0,151,1,1,0,0,105,54,104,2,5,0,0,7,0,128,6,0,0,1,22,11,81,4,2,1,1,35,15,92,2,6,0,1,45,7,10,1,2,0,0,0,0,149,9,4,0,3,5,3,38,1,2,0,1,0,0,58,2,4,0,0,9,1,141,5,2,2,3,75,30,8,1,0,0,0,0,0,134,8,4,1,1,0,0,92,4,1,0,1,0,0,36,1,3,0,0,0,0,43,1,7,0,0,0,0,8,1,0,0,0,0,0
2020-10-20,3217,84,127,29,3217,5127,1839,127,7,4,1,2,19,9,84,2,6,1,1,100,23,90,3,5,0,1,18,3,33,0,1,0,0,0,0,5,0,0,0,0,0,0,52,0,3,-2,0,0,0,5,0,0,0,0,72,24,26,0,1,0,1,31,10,75,2,1,0,0,141,57,107,1,2,1,1,267,107,7,0,0,1,0,0,0,47,0,3,0,0,49,21,88,4,4,1,1,224,68,3,0,0,0,0,0,0,46,0,1,-1,0,110,57,133,3,2,0,1,157,56,47,2,1,0,0,328,128,47,3,2,-1,0,37,17,99,5,4,0,1,26,13,383,12,13,0,2,212,65,178,4,5,0,3,875,338,138,4,6,0,1,418,110,49,2,0,0,0,0,0,13,0,1,0,0,0,0,121,4,8,0,2,576,220,152,2,3,0,0,59,20,123,2,6,0,0,116,38,87,4,4,0,0,258,78,113,1,4,0,0,403,96,21,0,1,0,0,7,5,165,6,11,1,3,162,97,37,1,2,0,0,63,25,76,3,3,1,1,78,20,108,1,2,0,0,257,113,18,0,0,0,0,0,0,102,3,4,1,1,55,20,96,3,6,1,2,1,1,55,2,4,1,1,6,0,44,1,2,1,1,0,0,19,0,0,0,0,0,0
2020-10-21,3217,84,126,29,3217,5127,1840,128,7,4,1,2,18,8,84,3,5,0,1,100,23,90,4,6,1,0,18,4,34,1,0,0,0,0,0,5,0,0,0,0,0,0,51,1,4,-1,0,0,0,5,0,0,0,0,72,25,26,0,0,1,0,31,10,76,1,2,-1,0,141,57,108,0,2,0,2,267,107,8,0,0,0,1,0,0,47,0,2,0,0,50,21,88,5,5,0,1,225,69,2,0,0,0,0,0,0,45,1,1,0,0,110,58,132,2,3,1,1,157,56,46,1,2,-1,0,328,127,46,2,2,0,1,37,17,98,5,4,0,1,26,12,383,12,13,0,2,211,65,178,4,5,0,3,875,338,139,3,5,0,0,418,109,49,2,1,1,1,0,0,14,0,1,0,0,1,0,120,5,8,0,2,576,221,152,1,3,1,1,59,19,123,1,6,0,1,117,38,87,3,4,0,0,258,79,113,0,4,0,1,403,96,22,0,1,0,0,6,4,164,5,11,2,3,162,96,37,1,2,0,0,64,25,76,3,3,0,2,79,21,108,0,3,1,1,257,112,18,1,0,0,0,0,0,101,2,5,0,2,56,21,96,3,5,0,2,1,1,54,2,4,0,1,6,1,44,0,2,0,0,0,0,18,0,0,0,0,0,0
2020-10-22,2745,111,131,24,2745,3385,1199,96,6,4,-1,0,29,18,65,4,2,0,0,76,20,80,1,5,1,2,12,3,25,1,0,1,1,0,0,3,0,0,0,0,1,0,44,2,2,0,2,0,0,14,0,0,0,0,69,25,36,1,0,0,0,24,2,80,1,10,0,0,126,38,115,2,5,0,1,136,49,9,0,0,0,0,0,0,36,2,2,0,0,31,14,81,4,0,0,3,162,44,1,0,0,0,0,0,0,42,2,-1,0,0,63,26,87,4,5,0,0,125,38,46,2,3,0,0,227,105,28,3,2,0,0,25,19,86,4,3,0,0,4,1,314,12,21,0,2,148,51,102,12,6,-2,2,593,216,96,0,6,-1,-1,285,72,25,2,3,0,0,0,0,22,1,0,0,0,0,0,99,2,6,1,1,247,94,142,0,4,0,0,46,12,142,10,5,-1,2,70,19,72,6,2,0,2,204,57,83,2,11,0,1,236,55,15,0,0,1,1,12,3,201,12,3,1,2,169,116,39,2,2,-1,0,38,14,59,3,5,-1,0,58,20,86,2,3,1,2,121,51,12,0,0,0,0,2,1,103,1,3,1,1,40,15,93,2,3,0,0,0,0,51,4,2,0,0,6,1,22,0,4,0,0,0,0,-7,-1,0,0,0,0,0
2020-10-23,2857,94,100,17,2857,2975,1025,202,4,4,1,0,22,12,60,5,10,0,2,93,13,81,0,1,0,0,0,0,17,2,0,0,0,1,0,1,0,0,0,0,0,0,54,3,4,0,1,0,0,11,0,0,0,0,95,31,27,0,0,0,0,26,6,72,4,2,0,0,48,19,70,2,1,0,0,71,40,10,0,1,0,0,-2,0,46,0,1,0,0,59,25,65,2,3,0,1,55,14,7,1,0,0,0,0,0,34,1,0,0,0,83,19,80,3,2,1,1,60,15,73,0,0,0,0,352,129,77,1,2,-1,0,51,25,87,4,4,-1,0,38,23,299,17,18,-1,2,136,40,81,9,-2,1,2,299,84,85,-3,5,-1,-1,263,59,38,1,0,0,0,0,0,18,1,0,0,1,1,0,126,1,1,0,0,281,137,166,4,6,0,0,51,16,128,4,3,2,2,70,11,82,1,3,0,0,102,42,108,7,0,0,2,347,88,17,0,0,0,0,20,18,150,4,7,-1,1,90,71,33,1,3,1,1,35,8,61,3,7,-2,1,42,10,137,3,2,0,0,142,62,12,0,0,0,0,1,1,81,5,2,-1,0,30,4,72,3,2,0,1,0,0,37,1,2,0,0,13,3,41,0,6,0,0,0,0,11,0,0,-1,0,0,0
2020-10-24,1873,69,80,14,1873,2480,777,99,7,4,-1,1,14,4,54,3,2,0,0,67,11,52,0,3,0,0,22,7,27,1,0,-1,0,0,0,3,0,0,0,0,0,0,45,3,0,0,1,0,0,5,0,2,0,0,65,23,14,0,1,0,0,25,4,32,5,1,0,0,65,42,59,2,2,0,0,73,35,6,0,0,0,0,0,0,35,0,0,0,0,3,1,44,1,1,0,0,144,51,1,1,-1,0,0,0,0,17,0,0,0,0,12,3,64,6,-1,1,2,39,27,18,0,3,0,0,199,48,21,0,1,0,0,0,0,61,3,0,-1,-1,3,1,205,6,9,2,2,185,30,142,4,5,0,4,691,197,72,6,3,0,0,169,44,18,0,0,0,0,0,0,2,0,1,0,0,0,0,50,1,4,0,0,55,23,138,4,2,0,0,100,34,104,1,10,0,0,82,33,49,1,4,0,0,91,34,58,0,0,0,0,196,37,12,0,0,0,0,13,8,107,5,2,1,1,72,50,23,1,2,0,0,42,16,42,2,5,0,0,40,13,37,1,2,0,0,7,1,9,1,1,-1,0,0,0,48,2,6,1,2,0,0,38,1,3,0,1,0,0,24,0,2,1,1,6,0,30,1,1,0,0,0,0,8,0,0,0,0,0,0
2020-10-25,1180,63,36,6,1180,1171,370,30,5,2,0,0,3,3,14,1,2,0,0,26,2,27,3,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,17,1,0,0,1,0,0,7,1,0,0,0,60,22,14,0,0,-1,0,0,0,39,1,1,0,0,67,21,31,1,1,0,0,39,12,0,0,0,0,0,0,0,9,1,0,0,0,5,1,35,1,0,0,0,69,33,1,0,0,0,0,0,0,48,0,2,0,0,72,54,53,1,1,0,0,79,36,19,0,1,0,0,0,0,6,0,0,0,0,0,0,42,2,-1,0,0,22,14,141,9,8,-1,2,33,8,73,1,0,-2,0,271,88,37,1,0,0,0,98,22,8,0,1,0,0,0,0,15,0,0,0,0,0,0,20,3,0,-1,0,79,15,86,3,1,0,0,28,6,57,2,2,0,0,0,0,32,2,0,0,2,196,22,62,2,0,0,0,0,0,17,0,1,0,0,12,5,30,7,1,0,0,7,6,12,2,2,0,0,2,0,28,2,1,0,0,0,0,13,3,1,0,1,1,0,10,0,0,0,0,0,0,33,2,5,0,0,0,0,44,3,1,-2,0,2,0,31,2,1,0,0,0,0,11,1,2,0,0,0,0,10,0,0,0,0,0,0
2020-10-26,2212,94,62,28,2212,2579,778,135,3,2,1,1,18,4,76,1,3,-2,0,48,11,68,3,2,0,2,10,1,5,1,-1,0,0,0,0,6,0,0,0,0,0,0,52,0,0,0,0,0,0,9,1,1,0,0,32,11,8,0,0,0,0,15,0,37,5,0,-1,0,63,13,69,3,-1,0,0,182,49,8,0,2,0,0,0,0,55,4,2,0,0,89,48,61,2,2,1,2,234,38,1,0,0,0,0,0,0,24,0,0,0,0,81,40,80,8,3,0,1,114,25,24,2,0,0,0,257,64,29,0,1,1,1,6,2,63,5,2,0,1,13,7,303,16,4,0,6,64,18,40,6,5,1,2,200,54,119,1,5,0,3,148,41,40,0,1,1,1,3,0,6,0,0,0,0,0,0,75,2,4,0,0,275,81,121,5,6,0,0,1,0,134,3,2,0,0,77,36,53,6,2,0,0,109,25,49,2,0,0,2,49,6,16,1,0,0,0,36,35,90,4,2,0,1,88,53,22,0,1,1,2,48,21,31,0,0,0,0,7,2,107,0,5,-1,0,288,86,1,0,0,0,0,0,0,58,1,3,0,0,24,7,68,4,0,-1,1,0,0,33,1,3,0,0,0,0,26,3,2,0,2,0,0,10,1,-1,0,0,0,0
2020-10-27,2561,118,87,33,2561,3584,1228,155,9,2,-1,2,27,12,52,5,3,0,1,63,16,50,3,2,0,2,0,0,21,2,0,0,0,0,0,4,0,0,0,0,0,0,25,0,2,0,0,0,0,9,0,0,0,0,37,12,18,0,0,0,0,10,2,66,4,1,0,0,94,51,95,2,3,2,2,234,85,8,0,0,0,0,0,0,41,1,5,0,0,50,32,70,2,4,-1,0,127,37,1,0,0,0,0,0,0,39,0,1,0,0,63,33,77,3,2,1,2,104,15,38,5,1,-1,0,304,125,30,2,0,1,0,35,11,58,4,0,1,1,43,18,328,8,7,-1,3,147,29,123,11,5,-1,5,719,253,91,3,2,1,1,280,70,18,0,1,0,0,1,1,13,0,0,0,0,0,0,120,4,1,0,0,396,138,119,8,8,0,3,55,18,114,2,11,0,1,107,37,77,8,0,0,1,181,41,59,3,2,0,0,112,17,14,0,0,0,0,6,1,158,7,7,0,3,86,58,41,3,0,0,0,11,4,61,1,3,1,1,80,30,94,3,0,1,1,140,53,15,0,0,0,0,1,1,80,2,6,2,2,51,24,90,3,2,0,1,1,0,34,5,3,0,1,19,4,39,3,3,0,0,0,0,16,2,0,0,0,0,0
2020-10-28,2661,85,97,-3757,2661,3448,1214,182,8,3,0,3,18,12,58,5,0,1,1,95,14,76,3,5,0,2,13,1,24,0,0,0,0,1,0,6,0,0,0,0,0,0,28,0,3,0,0,0,0,8,0,0,0,0,71,25,23,0,0,0,0,24,9,55,4,1,1,1,119,44,83,2,2,0,1,180,74,13,0,0,0,0,1,1,40,2,0,0,0,46,18,82,1,2,0,0,246,57,7,0,0,0,0,0,0,22,0,0,0,0,23,7,77,4,7,0,0,125,33,43,1,2,1,1,212,100,58,0,4,0,0,3,2,64,0,2,0,0,0,0,319,12,17,1,2,140,34,149,2,1,2,2,588,205,109,0,2,3,3,259,79,34,0,2,0,0,0,0,10,0,0,0,1,0,0,131,3,7,0,0,322,153,108,6,3,-1,1,36,9,84,7,7,0,0,84,24,62,7,2,0,0,111,30,101,1,0,0,0,322,113,19,0,0,0,0,6,3,135,8,6,-1,0,115,74,34,0,1,0,0,49,10,72,0,3,0,0,58,33,101,2,2,0,1,153,46,10,0,0,0,0,0,0,77,-1,4,1,2,12,3,72,2,4,1,1,1,0,44,3,3,1,2,15,1,29,3,1,1,2,0,0,12,0,1,0,0,0,0
2020-10-29,2192,99,114,0,2192,3252,985,172,2,6,0,-1,19,4,57,7,2,1,2,82,8,65,5,2,-1,0,12,1,16,1,-1,1,1,0,0,2,0,0,0,0,0,0,24,0,3,0,0,0,0,2,0,0,0,0,92,24,13,1,0,-1,0,17,5,41,1,1,0,0,76,23,59,5,2,0,0,112,44,12,1,0,0,0,0,0,29,2,2,0,1,44,19,71,1,4,0,1,191,32,2,0,0,0,0,0,0,38,2,0,0,0,100,51,88,5,0,-1,0,97,22,25,0,1,0,0,253,79,30,2,2,0,0,41,19,62,3,6,0,1,39,9,249,9,14,1,1,163,30,103,3,6,0,2,441,154,72,7,7,0,1,229,64,27,2,0,0,3,0,0,8,0,0,0,0,0,0,127,3,9,0,0,347,106,107,2,4,0,1,64,11,99,9,3,-2,0,54,17,36,2,3,2,2,196,48,67,1,2,0,0,128,43,13,0,0,0,0,23,8,125,6,6,-1,1,128,69,16,1,2,0,0,30,10,60,2,2,0,0,53,12,80,2,4,0,2,167,53,18,0,2,0,0,0,0,61,4,6,0,0,43,13,66,5,2,0,0,5,1,23,2,0,0,0,6,6,18,0,12,0,0,0,0,9,1,0,1,1,0,0
2020-10-30,2303,81,122,2,2303,3240,1008,178,1,6,-1,0,25,14,59,3,4,-1,1,99,16,44,1,6,1,1,9,2,23,0,1,0,1,0,0,1,0,0,0,0,0,0,22,1,0,0,1,0,0,5,0,1,0,0,47,13,9,0,1,0,0,12,3,54,1,2,0,0,64,33,55,2,2,0,0,88,25,11,0,0,0,0,0,0,37,2,4,0,0,35,9,68,2,2,0,1,139,25,1,0,0,0,0,0,0,31,1,1,0,0,66,15,82,3,6,0,0,119,20,26,3,0,0,0,218,61,33,2,0,1,1,46,5,71,1,4,0,2,16,6,221,11,15,-1,3,50,6,116,2,8,1,2,624,216,116,6,4,0,3,331,53,22,0,0,1,1,0,0,20,1,0,1,1,2,0,104,2,6,0,0,329,100,150,8,4,0,1,57,16,123,3,9,0,1,116,48,59,2,3,1,1,178,62,70,7,2,-1,1,116,43,9,0,0,0,0,9,1,119,8,7,-2,1,131,75,25,0,0,0,0,40,15,43,2,0,0,1,111,69,67,1,5,1,1,125,43,4,1,0,0,1,0,0,65,1,10,-1,0,32,9,57,1,5,0,0,-4,-1,51,1,2,0,1,10,6,39,1,2,0,0,0,0,13,0,0,2,2,0,0
2020-10-31,1262,74,74,0,1262,2033,565,70,10,3,1,4,8,6,30,1,1,0,2,50,8,28,2,2,0,0,0,0,15,0,1,1,1,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,4,0,0,0,0,47,9,23,2,0,0,0,13,2,25,1,1,0,0,72,19,26,5,3,0,1,88,19,10,1,0,0,0,0,0,9,0,0,0,0,0,0,32,2,0,0,0,88,33,0,1,0,0,0,0,0,14,1,0,0,0,7,0,51,0,3,0,0,62,16,18,0,0,0,0,252,84,28,0,2,0,0,2,2,36,2,1,0,0,4,1,149,7,10,0,0,102,20,84,6,5,0,2,501,144,63,3,6,-2,0,204,35,5,0,0,0,0,0,0,6,1,0,0,0,0,0,34,7,2,0,1,145,40,67,0,4,0,0,83,24,71,6,3,-1,0,18,6,30,0,2,1,1,193,61,53,1,0,0,0,8,2,12,0,0,1,1,4,0,86,1,8,0,0,56,29,4,0,3,0,0,19,4,24,4,2,0,1,3,0,17,1,2,0,0,4,1,10,0,0,0,0,0,0,35,3,6,0,0,0,0,36,2,0,0,0,0,0,17,0,3,0,0,0,0,17,4,0,-1,0,0,0,10,0,0,0,0,0,0
