"Date","ConurbanoCases","ConurbanoDeaths","ConurbanoRecoveries","ConurbanoICUActive","ConurbanoICUCases","ConurbanoTotalTests","ConurbanoPositiveTests","AlmiranteBrownCases","AlmiranteBrownDeaths","AlmiranteBrownRecoveries","AlmiranteBrownICUActive","AlmiranteBrownICUCases","AlmiranteBrownTotalTests","AlmiranteBrownPositiveTests","AvellanedaCases","AvellanedaDeaths","AvellanedaRecoveries","AvellanedaICUActive","AvellanedaICUCases","AvellanedaTotalTests","AvellanedaPositiveTests","BerazateguiCases","BerazateguiDeaths","BerazateguiRecoveries","BerazateguiICUActive","BerazateguiICUCases","BerazateguiTotalTests","BerazateguiPositiveTests","BerissoCases","BerissoDeaths","BerissoRecoveries","BerissoICUActive","BerissoICUCases","BerissoTotalTests","BerissoPositiveTests","BrandsenCases","BrandsenDeaths","BrandsenRecoveries","BrandsenICUActive","BrandsenICUCases","BrandsenTotalTests","BrandsenPositiveTests","CampanaCases","CampanaDeaths","CampanaRecoveries","CampanaICUActive","CampanaICUCases","CampanaTotalTests","CampanaPositiveTests","CanuelasCases","CanuelasDeaths","CanuelasRecoveries","CanuelasICUActive","CanuelasICUCases","CanuelasTotalTests","CanuelasPositiveTests","EnsenadaCases","EnsenadaDeaths","EnsenadaRecoveries","EnsenadaICUActive","EnsenadaICUCases","EnsenadaTotalTests","EnsenadaPositiveTests","EscobarCases","EscobarDeaths","EscobarRecoveries","EscobarICUActive","EscobarICUCases","EscobarTotalTests","EscobarPositiveTests","EstebanEcheverriaCases","EstebanEcheverriaDeaths","EstebanEcheverriaRecoveries","EstebanEcheverriaICUActive","EstebanEcheverriaICUCases","EstebanEcheverriaTotalTests","EstebanEcheverriaPositiveTests","ExaltacionDeLaCruzCases","ExaltacionDeLaCruzDeaths","ExaltacionDeLaCruzRecoveries","ExaltacionDeLaCruzICUActive","ExaltacionDeLaCruzICUCases","ExaltacionDeLaCruzTotalTests","ExaltacionDeLaCruzPositiveTests","EzeizaCases","EzeizaDeaths","EzeizaRecoveries","EzeizaICUActive","EzeizaICUCases","EzeizaTotalTests","EzeizaPositiveTests","FlorencioVarelaCases","FlorencioVarelaDeaths","FlorencioVarelaRecoveries","FlorencioVarelaICUActive","FlorencioVarelaICUCases","FlorencioVarelaTotalTests","FlorencioVarelaPositiveTests","GeneralLasHerasCases","GeneralLasHerasDeaths","GeneralLasHerasRecoveries","GeneralLasHerasICUActive","GeneralLasHerasICUCases","GeneralLasHerasTotalTests","GeneralLasHerasPositiveTests","GeneralRodriguezCases","GeneralRodriguezDeaths","GeneralRodriguezRecoveries","GeneralRodriguezICUActive","GeneralRodriguezICUCases","GeneralRodriguezTotalTests","GeneralRodriguezPositiveTests","GeneralSanMartinCases","GeneralSanMartinDeaths","GeneralSanMartinRecoveries","GeneralSanMartinICUActive","GeneralSanMartinICUCases","GeneralSanMartinTotalTests","GeneralSanMartinPositiveTests","HurlinghamCases","HurlinghamDeaths","HurlinghamRecoveries","HurlinghamICUActive","HurlinghamICUCases","HurlinghamTotalTests","HurlinghamPositiveTests","ItuzaingoCases","ItuzaingoDeaths","ItuzaingoRecoveries","ItuzaingoICUActive","ItuzaingoICUCases","ItuzaingoTotalTests","ItuzaingoPositiveTests","JoseCPazCases","JoseCPazDeaths","JoseCPazRecoveries","JoseCPazICUActive","JoseCPazICUCases","JoseCPazTotalTests","JoseCPazPositiveTests","LaMatanzaCases","LaMatanzaDeaths","LaMatanzaRecoveries","LaMatanzaICUActive","LaMatanzaICUCases","LaMatanzaTotalTests","LaMatanzaPositiveTests","LanusCases","LanusDeaths","LanusRecoveries","LanusICUActive","LanusICUCases","LanusTotalTests","LanusPositiveTests","LaPlataCases","LaPlataDeaths","LaPlataRecoveries","LaPlataICUActive","LaPlataICUCases","LaPlataTotalTests","LaPlataPositiveTests","LomasDeZamoraCases","LomasDeZamoraDeaths","LomasDeZamoraRecoveries","LomasDeZamoraICUActive","LomasDeZamoraICUCases","LomasDeZamoraTotalTests","LomasDeZamoraPositiveTests","LujanCases","LujanDeaths","LujanRecoveries","LujanICUActive","LujanICUCases","LujanTotalTests","LujanPositiveTests","MarcosPazCases","MarcosPazDeaths","MarcosPazRecoveries","MarcosPazICUActive","MarcosPazICUCases","MarcosPazTotalTests","MarcosPazPositiveTests","MalvinasArgentinasCases","MalvinasArgentinasDeaths","MalvinasArgentinasRecoveries","MalvinasArgentinasICUActive","MalvinasArgentinasICUCases","MalvinasArgentinasTotalTests","MalvinasArgentinasPositiveTests","MorenoCases","MorenoDeaths","MorenoRecoveries","MorenoICUActive","MorenoICUCases","MorenoTotalTests","MorenoPositiveTests","MerloCases","MerloDeaths","MerloRecoveries","MerloICUActive","MerloICUCases","MerloTotalTests","MerloPositiveTests","MoronCases","MoronDeaths","MoronRecoveries","MoronICUActive","MoronICUCases","MoronTotalTests","MoronPositiveTests","PilarCases","PilarDeaths","PilarRecoveries","PilarICUActive","PilarICUCases","PilarTotalTests","PilarPositiveTests","PresidentePeronCases","PresidentePeronDeaths","PresidentePeronRecoveries","PresidentePeronICUActive","PresidentePeronICUCases","PresidentePeronTotalTests","PresidentePeronPositiveTests","QuilmesCases","QuilmesDeaths","QuilmesRecoveries","QuilmesICUActive","QuilmesICUCases","QuilmesTotalTests","QuilmesPositiveTests","SanFernandoCases","SanFernandoDeaths","SanFernandoRecoveries","SanFernandoICUActive","SanFernandoICUCases","SanFernandoTotalTests","SanFernandoPositiveTests","SanIsidroCases","SanIsidroDeaths","SanIsidroRecoveries","SanIsidroICUActive","SanIsidroICUCases","SanIsidroTotalTests","SanIsidroPositiveTests","SanMiguelCases","SanMiguelDeaths","SanMiguelRecoveries","SanMiguelICUActive","SanMiguelICUCases","SanMiguelTotalTests","SanMiguelPositiveTests","SanVicenteCases","SanVicenteDeaths","SanVicenteRecoveries","SanVicenteICUActive","SanVicenteICUCases","SanVicenteTotalTests","SanVicentePositiveTests","TigreCases","TigreDeaths","TigreRecoveries","TigreICUActive","TigreICUCases","TigreTotalTests","TigrePositiveTests","TresDeFebreroCases","TresDeFebreroDeaths","TresDeFebreroRecoveries","TresDeFebreroICUActive","TresDeFebreroICUCases","TresDeFebreroTotalTests","TresDeFebreroPositiveTests","VicenteLopezCases","VicenteLopezDeaths","VicenteLopezRecoveries","VicenteLopezICUActive","VicenteLopezICUCases","VicenteLopezTotalTests","VicenteLopezPositiveTests","ZarateCases","ZarateDeaths","ZarateRecoveries","ZarateICUActive","ZarateICUCases","ZarateTotalTests","ZaratePositiveTests"
"2020-10-07","380530","12003","16424","4096","380530","379771","169548",18703,695,732,36,172,2459,1503,15445,513,763,31,193,7705,3205,10741,367,452,16,128,862,296,2240,79,54,4,47,2,1,499,13,24,0,5,8,0,2561,59,107,11,43,72,17,1543,36,61,1,8,4715,2377,1510,32,38,1,10,238,55,6956,225,344,11,68,9507,4646,12183,340,411,11,84,9500,4748,711,17,37,1,8,27,4,5326,136,325,9,49,3624,2173,12746,379,468,29,177,36376,15176,451,10,11,0,2,0,0,3294,43,118,0,16,5463,2635,16894,611,813,46,224,14303,7682,5075,190,205,11,46,22045,10184,4964,218,191,14,67,629,289,8479,235,338,18,73,945,406,53912,1701,2215,90,508,17057,8582,16413,535,599,56,262,82822,33334,18980,484,870,63,194,13357,5483,3303,102,131,11,46,8,3,1796,43,89,5,13,5,4,10606,361,547,15,134,41587,16806,15343,368,505,23,94,2065,1089,15311,489,687,32,135,6847,2646,10070,408,429,20,107,40956,17652,9534,196,352,33,95,13092,4150,2431,46,83,12,35,406,257,27332,832,1202,46,248,20137,13170,6162,247,262,25,89,2826,1700,10619,353,557,18,139,6685,3093,10008,309,452,23,111,9908,4946,1981,64,83,2,26,7,2,12113,332,532,22,109,1962,813,13001,486,597,32,169,77,42,6839,331,392,16,108,1487,379,2223,59,216,8,26,0,0,2232,59,132,5,28,0,0
"2020-10-08","384067","12140","16530","4129","384067","383470","171105",18838,702,732,36,172,2481,1512,15512,522,775,32,198,7742,3217,10854,372,455,15,129,880,302,2262,80,56,4,48,2,1,513,13,24,0,5,8,0,2597,59,109,12,44,72,17,1556,36,61,1,8,4782,2410,1525,35,39,1,10,255,59,7061,227,346,11,68,9617,4702,12327,345,417,11,86,9580,4790,717,17,37,1,8,27,4,5405,137,331,7,49,3642,2181,12837,383,470,28,178,36574,15241,456,10,11,0,2,0,0,3345,46,119,0,17,5607,2725,17021,616,818,46,225,14446,7731,5101,190,207,11,46,22301,10289,4996,225,192,13,67,635,292,8628,239,341,18,73,959,413,54265,1711,2221,90,509,17227,8653,16583,538,603,61,268,83605,33690,19113,489,873,62,193,13726,5643,3339,102,131,11,46,9,3,1818,45,89,5,14,5,4,10769,362,552,15,134,41893,16952,15501,373,507,24,96,2138,1112,15438,501,690,31,137,6953,2677,10160,418,427,21,108,41183,17713,9728,198,354,34,96,13204,4163,2447,46,83,12,35,429,278,27517,841,1212,47,250,20265,13246,6236,249,262,25,89,2852,1707,10727,356,558,18,139,6724,3105,10140,310,454,23,111,10046,5007,1984,64,84,2,26,7,2,12265,338,540,21,110,2024,839,13096,493,599,31,172,78,43,6890,331,398,17,109,1492,382,2247,61,220,8,26,0,0,2253,60,133,5,28,0,0
"2020-10-09","387799","12304","16664","4178","387799","386973","172703",18978,714,735,35,175,2504,1523,15639,532,779,30,199,7786,3228,10993,378,458,15,130,894,305,2276,81,56,3,48,2,1,518,13,24,0,5,8,0,2707,61,111,12,44,72,17,1570,37,62,1,8,4898,2439,1541,35,39,1,10,275,65,7129,236,348,10,68,9718,4751,12472,355,420,10,88,9674,4843,728,17,37,1,8,27,4,5483,138,333,7,49,3690,2211,12947,392,473,29,181,36750,15294,456,10,11,0,2,0,0,3397,46,120,0,17,5701,2802,17142,622,824,45,226,14551,7771,5153,193,210,11,47,22502,10386,5071,226,193,13,67,637,294,8711,241,344,18,73,977,424,54689,1734,2242,92,517,17389,8737,16757,544,613,64,273,84375,34003,19201,471,879,64,191,13968,5714,3388,102,131,12,47,9,3,1827,46,89,4,14,5,4,10855,369,557,16,136,42213,17163,15613,383,510,23,97,2185,1135,15580,511,700,32,138,7025,2712,10261,423,430,21,112,41385,17760,9866,201,357,35,99,13338,4250,2469,46,83,12,35,440,285,27793,860,1218,47,256,20375,13313,6300,254,267,25,91,2925,1747,10827,361,562,19,141,6801,3142,10336,312,458,24,114,10239,5105,2000,64,85,2,27,7,2,12372,343,545,21,110,2057,845,13233,497,605,31,172,79,43,6949,333,400,17,109,1492,382,2303,63,222,8,26,0,0,2269,60,134,5,28,0,0
"2020-10-11","391900","12556","16782","4219","391900","393259","175276",19122,724,739,35,175,2523,1534,15744,538,780,30,200,7887,3249,11092,381,459,16,132,903,308,2328,82,56,3,48,2,1,529,13,26,0,5,8,0,2783,68,112,13,50,72,17,1586,37,63,1,8,5032,2498,1558,35,40,2,11,300,70,7207,238,352,10,68,9869,4818,12551,360,420,10,87,9855,4929,733,18,38,1,8,27,4,5547,141,339,8,50,3747,2238,13041,399,475,27,183,37094,15412,465,10,11,0,2,0,0,3458,49,121,0,17,5802,2863,17274,635,826,45,230,14704,7811,5216,196,210,11,47,22910,10541,5135,230,193,15,69,750,356,8827,242,345,18,73,1026,451,55228,1760,2256,92,519,17651,8868,17013,557,624,68,279,85749,34534,19397,487,887,62,194,14397,5866,3446,105,130,12,47,9,3,1848,48,89,4,14,5,4,10935,372,564,16,136,42738,17321,15822,406,513,24,100,2325,1178,15778,522,706,34,140,7171,2776,10382,433,434,21,114,41776,17904,10034,204,360,35,99,13640,4326,2505,47,83,12,35,442,287,28021,879,1229,49,257,20677,13557,6383,254,271,25,92,3000,1781,10913,372,563,18,141,6898,3179,10464,320,463,23,114,10631,5320,2025,64,85,3,28,7,2,12475,358,550,20,111,2060,845,13361,505,607,31,172,79,43,7033,339,405,17,110,1493,382,2349,68,223,8,26,0,0,2292,60,135,5,28,0,0
"2020-10-12","393324","12652","16838","4229","393324","394612","175697",19161,726,742,35,175,2527,1536,15779,538,781,30,200,7888,3250,11139,383,459,16,133,905,309,2327,84,56,2,48,2,1,531,13,26,0,5,8,0,2799,68,112,13,50,72,17,1606,37,63,1,8,5101,2529,1567,35,40,2,11,310,74,7221,239,353,10,68,9924,4849,12594,360,421,10,87,9855,4929,737,18,38,1,8,27,4,5596,142,339,8,50,3756,2245,13077,403,478,26,183,37178,15439,469,10,11,0,2,0,0,3477,49,121,0,17,5815,2871,17347,639,826,46,231,14748,7823,5235,197,211,11,47,23008,10577,5149,231,193,15,69,750,356,8855,245,346,18,73,1026,451,55412,1772,2259,92,519,17748,8896,17067,568,626,69,280,86039,34641,19439,494,894,62,195,14557,5908,3461,106,130,11,47,9,3,1850,48,89,4,14,5,4,11012,374,573,16,136,42744,17322,15879,417,516,23,100,2343,1188,15865,526,710,34,141,7172,2776,10421,436,434,21,114,41958,17933,10122,204,360,35,99,13753,4345,2521,47,83,12,35,449,289,28113,886,1231,51,259,20678,13557,6404,257,270,26,93,3029,1790,10935,374,566,18,141,6907,3182,10486,325,463,22,116,10636,5321,2029,64,85,3,28,7,2,12506,358,556,20,111,2105,855,13429,508,608,31,172,80,43,7059,343,410,17,110,1493,382,2354,68,224,8,26,0,0,2294,60,135,5,28,0,0
"2020-10-13","396577","12764","16928","4279","396577","396591","176419",19249,732,747,36,179,2541,1541,15859,542,783,31,204,7917,3260,11241,389,458,17,134,921,315,2350,85,56,2,48,2,1,541,13,26,0,5,8,0,2866,69,112,13,50,72,17,1615,38,63,1,8,5121,2535,1575,35,40,2,12,310,74,7284,240,356,11,70,9945,4853,12717,363,422,10,88,9991,4978,748,18,38,1,8,27,4,5663,142,340,8,50,3838,2285,13173,407,481,24,186,37318,15484,484,10,11,0,2,0,0,3551,50,123,0,17,5836,2879,17492,649,828,46,232,14804,7853,5321,197,212,11,47,23129,10629,5200,235,193,15,70,757,359,9004,248,350,19,74,1042,460,55759,1794,2267,92,524,17854,8965,17220,570,630,67,281,86241,34707,19558,486,895,64,197,14722,5943,3508,108,130,11,47,9,3,1864,50,89,4,14,5,4,11108,377,581,18,139,43053,17387,16028,420,522,22,100,2372,1199,16011,530,715,37,145,7269,2820,10495,439,438,21,114,42044,17959,10224,204,362,35,99,13911,4383,2540,47,84,12,35,463,300,28261,901,1238,52,265,20764,13631,6463,258,273,26,94,3064,1804,10988,376,569,18,141,6911,3182,10627,329,463,24,118,10636,5321,2040,64,85,3,28,7,2,12600,360,565,23,114,2114,857,13523,512,609,33,175,80,43,7106,345,412,17,110,1493,382,2410,71,226,9,27,0,0,2311,61,136,5,28,0,0
"2020-10-14","399996","12882","17050","4317","399996","400087","177913",19377,737,751,35,180,2552,1544,15959,547,788,30,204,7959,3265,11332,390,459,18,135,921,315,2386,85,56,2,48,2,1,560,13,26,0,5,8,0,2911,71,113,13,50,72,17,1621,38,65,1,8,5178,2556,1590,35,40,2,12,332,80,7366,240,359,11,70,10083,4927,12804,368,426,11,90,10186,5068,754,18,38,1,8,27,4,5727,142,340,8,50,3904,2321,13237,410,485,26,188,37468,15546,484,10,11,0,2,0,0,3590,53,124,0,17,6031,2976,17635,655,834,48,234,14925,7895,5376,199,215,12,48,23435,10786,5274,237,193,17,72,800,384,9102,253,352,20,75,1049,464,56125,1807,2282,94,528,17958,8996,17421,574,638,69,286,86728,34921,19695,486,901,65,199,14897,6010,3555,108,132,12,48,9,3,1874,50,89,4,14,6,4,11274,387,582,18,140,43529,17590,16171,434,528,22,100,2385,1202,16181,532,723,38,146,7305,2836,10594,444,441,19,115,42298,18066,10330,206,364,34,99,14011,4391,2557,47,84,12,35,463,300,28452,903,1243,54,268,20833,13673,6524,268,273,26,98,3094,1817,11044,380,571,15,142,6954,3197,10761,333,465,23,119,10934,5459,2050,64,85,3,28,7,2,12738,362,574,22,114,2171,872,13616,513,612,32,176,80,43,7185,348,414,17,111,1493,382,2444,74,237,9,27,0,0,2320,61,137,5,28,0,0
"2020-10-15","403797","13020","17179","4350","403797","403513","179381",19482,741,755,36,181,2574,1558,16048,553,789,30,207,7995,3272,11457,393,466,18,136,932,316,2421,86,58,2,48,2,1,568,13,28,0,5,8,0,2961,72,113,13,50,72,17,1636,40,65,0,8,5196,2559,1617,35,40,2,12,368,95,7434,242,362,11,70,10217,4983,12944,375,425,11,91,10398,5145,765,18,38,1,8,27,4,5763,146,340,8,50,3955,2348,13347,414,488,26,190,37526,15562,498,10,11,0,2,0,0,3657,53,124,1,18,6053,2990,17774,663,834,47,234,15064,7942,5417,201,217,12,49,23755,10954,5302,239,194,16,72,817,392,9204,260,351,19,76,1071,473,56585,1832,2302,94,535,18085,9049,17645,581,642,71,290,87495,35242,19847,488,906,64,199,15218,6115,3607,111,134,12,48,9,3,1890,50,89,4,14,6,4,11445,396,592,15,143,43769,17750,16336,440,533,21,100,2445,1228,16330,538,734,37,147,7417,2874,10668,447,445,18,115,42505,18131,10472,206,366,34,99,14037,4395,2577,49,85,12,35,475,303,28737,911,1258,55,272,20988,13778,6577,269,275,25,98,3157,1850,11131,385,576,14,143,7040,3224,10881,333,470,24,120,11069,5522,2063,64,85,3,28,7,2,12838,364,578,22,114,2184,874,13779,517,616,31,177,83,44,7274,349,420,15,111,1494,382,2481,74,238,9,27,0,0,2339,62,137,5,28,0,0
"2020-10-17","409849","13257","17397","4402","409849","411592","182721",19706,755,765,37,184,2601,1569,16234,563,798,30,208,8101,3295,11663,397,476,18,137,969,324,2475,87,61,2,50,2,1,576,13,28,0,5,8,0,3076,72,130,15,52,72,17,1654,40,65,0,8,5382,2630,1679,35,41,2,12,411,110,7568,250,365,11,70,10412,5077,13071,379,429,10,91,10677,5287,774,18,38,1,8,29,5,5845,150,348,8,50,4075,2394,13524,418,493,27,191,37949,15731,507,10,12,0,2,0,0,3763,55,124,1,18,6275,3119,18005,671,837,48,236,15286,8028,5514,206,221,13,51,24353,11211,5411,251,195,14,76,890,423,9368,264,355,19,76,1130,499,57310,1848,2320,94,536,18552,9230,17971,595,648,73,296,89224,35909,20084,502,916,65,202,15781,6290,3687,112,137,12,48,10,4,1933,52,90,3,14,6,4,11662,401,603,14,143,44536,18113,16635,446,538,22,104,2572,1278,16554,550,742,37,147,7575,2925,10867,460,449,17,115,42932,18259,10723,213,371,35,103,14167,4477,2623,51,86,12,36,494,319,29052,929,1280,55,275,21286,13947,6649,279,277,24,98,3262,1898,11244,392,586,15,145,7182,3269,11070,340,472,25,122,11508,5742,2098,65,86,3,29,7,2,12996,365,585,24,116,2287,900,13939,526,619,32,178,90,48,7407,354,428,15,114,1499,387,2571,76,244,9,27,0,0,2361,67,139,3,29,0,0
"2020-10-18","411150","13269","17450","4415","411150","415369","184185",19734,755,769,38,185,2605,1571,16250,563,798,30,208,8137,3302,11698,397,480,16,137,981,325,2480,87,61,2,50,2,1,578,13,28,0,5,8,0,3129,73,131,17,55,73,18,1666,40,65,0,8,5546,2698,1692,35,41,2,12,430,119,7582,250,365,11,70,10553,5143,13116,379,429,10,91,10794,5346,788,18,39,1,8,30,5,5883,150,348,8,50,4130,2422,13545,418,494,27,191,38133,15799,509,10,13,0,2,0,0,3789,55,125,1,18,6392,3191,18075,672,838,49,237,15439,8094,5554,206,222,13,51,24540,11284,5431,251,196,14,76,912,434,9441,264,357,19,76,1155,516,57433,1851,2326,94,537,18774,9269,18053,595,650,75,298,89997,36165,20136,502,916,65,202,16111,6416,3708,112,137,13,49,10,4,1945,52,90,3,14,6,4,11692,401,605,14,143,44999,18314,16690,446,539,22,104,2676,1312,16584,550,745,37,147,7614,2944,10898,464,450,16,117,43160,18341,10769,213,372,35,103,14250,4501,2633,51,86,12,36,513,329,29076,931,1282,55,275,21407,14010,6669,279,278,24,98,3311,1918,11291,392,590,15,145,7209,3283,11102,340,472,26,123,11582,5767,2102,65,86,3,29,7,2,13062,365,594,24,116,2287,900,13981,526,621,33,179,91,48,7435,355,427,15,114,1505,390,2588,76,246,9,27,0,0,2363,67,139,3,29,0,0
"2020-10-19","413974","13406","17529","4465","413974","415997","184447",19827,762,773,38,187,2619,1577,16317,572,802,31,210,8137,3302,11781,403,479,16,139,981,325,2489,88,61,2,50,2,1,581,14,28,0,5,8,0,3194,74,131,18,56,73,18,1679,41,65,0,9,5546,2698,1700,35,41,2,13,430,119,7631,252,367,12,72,10570,5156,13183,385,429,11,93,10800,5349,799,18,39,1,8,30,5,5956,151,349,8,50,4167,2450,13635,424,496,27,191,38158,15808,511,10,13,0,2,0,0,3836,56,125,1,18,6408,3199,18175,683,842,50,239,15463,8099,5595,208,223,14,52,24580,11308,5487,253,196,15,78,912,434,9563,271,363,21,79,1156,517,57734,1869,2335,93,543,18804,9275,18137,601,651,78,307,90080,36193,20232,500,918,63,201,16143,6426,3757,113,138,14,50,10,4,1967,53,90,4,16,6,4,11843,402,606,14,143,45104,18368,16794,448,544,22,104,2683,1312,16712,556,745,37,148,7636,2955,10979,468,452,17,118,43195,18356,10861,215,378,35,104,14295,4508,2643,52,88,12,36,513,329,29225,940,1286,55,278,21412,14013,6707,280,280,24,99,3311,1918,11349,394,594,15,145,7218,3284,11243,345,474,28,126,11657,5797,2110,66,86,3,29,7,2,13196,373,598,25,117,2287,900,14073,530,622,33,180,91,48,7471,356,430,15,114,1505,390,2631,77,253,9,27,0,0,2371,68,139,3,29,0,0
"2020-10-21","420408","13574","17782","4523","420408","426251","188126",20082,776,781,40,191,2656,1594,16485,577,813,32,212,8337,3348,11961,410,490,17,140,1017,332,2556,89,62,2,50,2,1,591,14,28,0,5,8,0,3297,75,138,15,56,73,18,1689,41,65,0,9,5690,2747,1752,35,42,3,14,492,139,7782,255,370,11,72,10852,5270,13398,386,433,12,96,11334,5563,814,18,39,2,9,30,5,6050,151,354,8,50,4266,2492,13811,433,505,28,193,38607,15945,516,10,13,0,2,0,0,3927,57,127,0,18,6628,3314,18440,688,847,51,241,15777,8211,5688,211,226,13,52,25236,11563,5580,258,200,14,79,986,468,9760,281,371,21,81,1208,542,58500,1893,2361,93,547,19227,9405,18493,609,661,78,313,91830,36869,20509,507,929,63,202,16979,6645,3855,117,139,15,51,10,4,1994,53,92,4,16,7,4,12084,411,622,14,147,46256,18809,17098,451,550,23,105,2801,1351,16958,559,757,37,149,7869,3031,11153,475,460,17,118,43711,18513,11087,216,386,35,105,15101,4700,2686,52,90,12,36,526,338,29554,951,1308,58,284,21736,14206,6781,282,284,24,99,3438,1968,11501,400,600,16,148,7375,3325,11459,346,479,29,127,12171,6022,2146,67,86,3,29,7,2,13399,378,607,26,120,2398,941,14265,536,633,34,184,93,50,7580,360,438,16,116,1517,391,2719,78,257,10,28,0,0,2408,68,139,3,29,0,0
"2020-10-22","423153","13685","17913","4547","423153","429636","189325",20178,782,785,39,191,2685,1612,16550,581,815,32,212,8413,3368,12041,411,495,18,142,1029,335,2581,90,62,3,51,2,1,594,14,28,0,5,9,0,3341,77,140,15,58,73,18,1703,41,65,0,9,5759,2772,1788,36,42,3,14,516,141,7862,256,380,11,72,10978,5308,13513,388,438,12,97,11470,5612,823,18,39,2,9,30,5,6086,153,356,8,50,4297,2506,13892,437,505,28,196,38769,15989,517,10,13,0,2,0,0,3969,59,126,0,18,6691,3340,18527,692,852,51,241,15902,8249,5734,213,229,13,52,25463,11668,5608,261,202,14,79,1011,487,9846,285,374,21,81,1212,543,58814,1905,2382,93,549,19375,9456,18595,621,667,76,315,92423,37085,20605,507,935,62,201,17264,6717,3880,119,142,15,51,10,4,2016,54,92,4,16,7,4,12183,413,628,15,148,46503,18903,17240,451,554,23,105,2847,1363,17100,569,762,36,151,7939,3050,11225,481,462,17,120,43915,18570,11170,218,397,35,106,15337,4755,2701,52,90,13,37,538,341,29755,963,1311,59,286,21905,14322,6820,284,286,23,99,3476,1982,11560,403,605,15,148,7433,3345,11545,348,482,30,129,12292,6073,2158,67,86,3,29,9,3,13502,379,610,27,121,2438,956,14358,538,636,34,184,93,50,7631,364,440,16,116,1523,392,2741,78,261,10,28,0,0,2401,67,139,3,29,0,0
"2020-10-23","426010","13779","18013","4564","426010","432611","190350",20380,786,789,40,191,2707,1624,16610,586,825,32,214,8506,3381,12122,411,496,18,142,1029,335,2598,92,62,3,51,3,1,595,14,28,0,5,9,0,3395,80,144,15,59,73,18,1714,41,65,0,9,5854,2803,1815,36,42,3,14,542,147,7934,260,382,11,72,11026,5327,13583,390,439,12,97,11541,5652,833,18,40,2,9,28,5,6132,153,357,8,50,4356,2531,13957,439,508,28,197,38824,16003,524,11,13,0,2,0,0,4003,60,126,0,18,6774,3359,18607,695,854,52,242,15962,8264,5807,213,229,13,52,25815,11797,5685,262,204,13,79,1062,512,9933,289,378,20,81,1250,566,59113,1922,2400,92,551,19511,9496,18676,630,665,77,317,92722,37169,20690,504,940,61,200,17527,6776,3918,120,142,15,51,10,4,2034,55,92,4,17,8,4,12309,414,629,15,148,46784,19040,17406,455,560,23,105,2898,1379,17228,573,765,38,153,8009,3061,11307,482,465,17,120,44017,18612,11278,225,397,35,108,15684,4843,2718,52,90,13,37,558,359,29905,967,1318,58,287,21995,14393,6853,285,289,24,100,3511,1990,11621,406,612,13,149,7475,3355,11682,351,484,30,129,12434,6135,2170,67,86,3,29,10,4,13583,384,612,26,121,2468,960,14430,541,638,34,185,93,50,7668,365,442,16,116,1536,395,2782,78,267,10,28,0,0,2412,67,139,2,29,0,0
"2020-10-24","427883","13848","18093","4578","427883","435091","191127",20479,793,793,39,192,2721,1628,16664,589,827,32,214,8573,3392,12174,411,499,18,142,1051,342,2625,93,62,2,51,3,1,598,14,28,0,5,9,0,3440,83,144,15,60,73,18,1719,41,67,0,9,5919,2826,1829,36,43,3,14,567,151,7966,265,383,11,72,11091,5369,13642,392,441,12,97,11614,5687,839,18,40,2,9,28,5,6167,153,357,8,50,4359,2532,14001,440,509,28,197,38968,16054,525,12,12,0,2,0,0,4020,60,126,0,18,6786,3362,18671,701,853,53,244,16001,8291,5825,213,232,13,52,26014,11845,5706,262,205,13,79,1062,512,9994,292,378,19,80,1253,567,59318,1928,2409,94,553,19696,9526,18818,634,670,77,321,93413,37366,20762,510,943,61,200,17696,6820,3936,120,142,15,51,10,4,2036,55,93,4,17,8,4,12359,415,633,15,148,46839,19063,17544,459,562,23,105,2998,1413,17332,574,775,38,153,8091,3094,11356,483,469,17,120,44108,18646,11336,225,397,35,108,15880,4880,2730,52,90,13,37,571,367,30012,972,1320,59,288,22067,14443,6876,286,291,24,100,3553,2006,11663,408,617,13,149,7515,3368,11719,352,486,30,129,12441,6136,2179,68,87,2,29,10,4,13631,386,618,27,123,2468,960,14468,542,641,34,186,93,50,7692,365,444,17,117,1542,395,2812,79,268,10,28,0,0,2420,67,139,2,29,0,0
